name,winery,year,rating,num_ratings,price,type,region
Roscaleto Barbera d'Alba 2016,Enzo Boglietti,2016,4.0,68,26.9,Red,barbera d'alba
Bordeaux (Merlot - Cabernet Sauvignon) 2017,Château La Freynelle,2017,3.3,68,7.45,Red,bordeaux
Hermitage La Chapelle Rouge 2014,Paul Jaboulet Aîné,2014,3.9,68,191.5,Red,hermitage
Timeless 2015,Stellenrust,2015,3.6,68,18.47,Red,stellenbosch
Les Terroirs Corbières 2017,Calmel & Joseph,2017,3.6,68,7.75,Red,corbieres
Doix 2015,Mas Doix,2015,4.3,68,77.88,Red,priorat
Petresco 2012,Cinciole,2012,4.0,68,37.97,Red,chianti classico
Barbaresco 2016,Rivetti Massimo,2016,4.1,68,22.64,Red,barbaresco
Château Plaisance-Branne Montagne Saint-Émilion 2011,Château Plaisance,2011,3.7,68,9.65,Red,montagne-saint-emilion
Saint-Emilion Grand Cru (Premier Grand Cru Classé) 2012,La Mondotte,2012,4.2,68,164.74,Red,saint-emilion grand cru
Vosne-Romanée 'Les Champs Perdrix' 2014,Domaine Bruno Clair,2014,4.3,68,96.5,Red,vosne-romanee
Côtes Du Rhône Grande Réserve 2016,Pierre Amadieu,2016,3.7,68,10.62,Red,cotes-du-rhone
Bordeaux 2016,Château La Coudraie,2016,3.5,68,7.99,Red,bordeaux
Grial Carmenère 2015,Apaltagua,2015,4.0,68,53.5,Red,colchagua valley
5º Tinto 2016,Lar de Maía,2016,3.8,68,13.45,Red,tierra de leon
Bandol Rouge 2012,Lafran-Veyrolles,2012,4.0,68,22.5,Red,bandol
Armano Rosso 2018,Ponte Lungo,2018,3.9,68,8.72,Red,puglia
Vigneto Poggio Doria Brunello di Montalcino 2010,Tenute Silvio Nardi,2010,4.2,68,77.5,Red,brunello di montalcino
Palermo Cabernet Sauvignon 2017,Orin Swift,2017,4.4,680,53.61,Red,napa valley
San Valentín Garnacha 2018,Torres,2018,4.0,6802,7.36,Red,catalunya
Negroamaro I Muri 2018,Vigneti del Salento,2018,3.9,681,4.95,Red,puglia
Chianti Classico 2017,Banfi,2017,3.7,682,11.9,Red,chianti classico
Sta. Rita Hills Pinot Noir 2014,Domaine de la Côte,2014,4.2,682,43.9,Red,sta. rita hills
Al Passo Toscana 2015,Tolaini,2015,4.0,682,18.88,Red,toscana
Reserva Duas Quintas Tinto 2015,Ramos Pinto,2015,4.2,682,29.9,Red,douro
Dão Rótulo Tinto 2016,Niepoort,2016,3.6,682,10.51,Red,dao
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,Château Fleur Cardinale,2015,4.3,682,48.95,Red,saint-emilion grand cru
Campone Brunello di Montalcino 2014,Frescobaldi,2014,4.1,683,36.74,Red,brunello di montalcino
Margaux (Grand Cru Classé) 2008,Château Lascombes,2008,3.9,683,64.0,Red,margaux
Manso de Velasco Cabernet Sauvignon 2013,Miguel Torres,2013,4.2,684,43.99,Red,curico valley
Mythique Languedoc Rouge 2017,Val d'Orbieu,2017,3.5,684,6.86,Red,languedoc
Prestige Saint-Drézéry Rouge 2017,Château Puech-Haut,2017,4.1,684,17.0,Red,saint-drezery
Cabernet Sauvignon 2014,Kunde,2014,3.8,685,21.9,Red,sonoma valley
Cabernet Sauvignon 2015,Cadet d'Oc,2015,3.2,685,7.26,Red,pays d'oc
Jester Shiraz 2016,Mitolo,2016,3.9,685,19.5,Red,mclaren vale
Merlot 2018,Gallo Family Vineyards,2018,3.7,685,6.05,Red,california
Malbec 2019,Domaine Bousquet,2019,3.7,688,6.73,Red,tupungato
Tocornal Merlot 2018,Cono Sur,2018,3.6,688,6.0,Red,central valley
Crianza 2014,Cune (CVNE),2014,3.5,6880,5.7,Red,rioja
Ilatraia 2014,Brancaia,2014,4.3,689,45.9,Red,toscana
Pinot Noir Reserva 2018,Apaltagua,2018,3.5,689,10.5,Red,san antonio valley
Altos R Reserva 2014,Altos de Rioja,2014,3.8,69,14.09,Red,rioja
Geremia Toscana 2011,Rocca di Montegrossi,2011,4.0,69,25.0,Red,toscana
Bordeaux Supérieur 2016,Château Barit,2016,3.6,69,6.55,Red,bordeaux superieur
Flor de La Mar 2018,Casa Ermelinda Freitas,2018,3.8,69,5.82,Red,peninsula de setubal
Regain Rouge 2016,Vindemio,2016,3.7,69,11.5,Red,ventoux
Sotanum 2017,Les Vins de Vienne - Cuilleron-Gaillard-Villard,2017,4.2,69,42.95,Red,collines rhodaniennes
Brunello di Montalcino 2015,Talenti,2015,4.2,69,35.0,Red,brunello di montalcino
Spätburgunder Trocken 2016,Krebs,2016,3.4,69,11.02,Red,pfalz
Pomerol 2016,Château l'Ecuyer,2016,4.1,69,35.9,Red,pomerol
Cuvée Spéciale Châteauneuf-du-Pape 2016,Tardieu-Laurent,2016,3.8,69,46.79,Red,chateauneuf-du-pape
Chianti Gineprone 2017,Col d'Orcia,2017,3.5,69,10.0,Red,chianti
Saint-Émilion Grand Cru 2015,Clos Trimoulet,2015,4.1,69,20.9,Red,saint-emilion grand cru
Maternigo Valpolicella Superiore 2016,Tedeschi,2016,4.1,69,17.9,Red,valpolicella
Clos Alzina Vinyes Velles (Old Vines) 2014,Costers del Priorat,2014,3.9,69,36.95,Red,priorat
Saint-Émilion Grand Cru (Grand Cru Classé) 1999,Château l'Arrosee,1999,4.1,69,52.15,Red,saint-emilion grand cru
Istante 2016,Franz Haas,2016,4.1,69,29.9,Red,sudtirol - alto adige
Cabernet Sauvignon 2017,Deakin Estate,2017,3.2,69,5.95,Red,murray darling
Ermitage Le Méal 2004,M. Chapoutier,2004,4.4,69,104.95,Red,hermitage
Cabernet Sauvignon Toscana Collezione Privata 2011,Isole e Olena,2011,4.4,69,67.8,Red,toscana
Nerìo Riserva Negroamaro - Malvasia Nera 2016,Schola Sarmenti,2016,4.4,69,15.38,Red,nardo
Vittoria Barbera d'Alba 2016,Gianfranco Alessandria,2016,4.3,69,24.2,Red,barbera d'alba
Montepulciano d'Abruzzo 2016,Masseria Coste di Brenta,2016,3.9,69,7.45,Red,montepulciano d'abruzzo
Regain Rouge 2015,Vindemio,2015,3.6,69,9.95,Red,ventoux
Barrel Selection Merlot 2018,Salentein,2018,4.2,69,12.9,Red,uco valley
Potenti Toscana (Suvereto) 2016,Petra,2016,4.0,69,33.9,Red,toscana
Rouge 2016,Roc d'Anglade,2016,3.9,69,38.41,Red,gard
Ronco dell'Angelo Merlot 2016,Vinattieri Ticinesi,2016,3.4,69,26.81,Red,ticino
Spiga Ribera del Duero 2007,O. Fournier,2007,3.9,69,24.17,Red,ribera del duero
Grès de Montpellier 2017,Mas des Mas,2017,3.8,69,18.84,Red,languedoc
Chianti Colli Senesi 2018,Palagetto,2018,3.4,69,8.95,Red,chianti colli senesi
Rust Blaufränkisch Ried Oberer Wald Trocken 2013,Ernst Triebaumer,2013,3.8,69,37.92,Red,burgenland
Saint-Émilion Grand Cru 2001,Château Laforge,2001,3.7,69,45.9,Red,saint-emilion grand cru
San Rumé Barbera d'Asti Superiore 2016,Vincenzo Bossotti,2016,3.9,69,10.23,Red,barbera d'asti
Rioja Bordón Gran Reserva 2009,Franco-Espanolas,2009,3.8,690,13.8,Red,rioja
Cellar Selection Pinot Noir 2018,Sileni Estates,2018,3.3,690,12.42,Red,hawke's bay
Saint-Émilion 2015,Jean-Pierre Moueix,2015,3.7,691,16.45,Red,saint-emilion
Reserva 2015,Tinto Pesquera,2015,4.2,691,29.9,Red,ribera del duero
Crianza 2013,Áster,2013,3.8,692,19.98,Red,ribera del duero
Barbaresco 2014,Gaja,2014,4.4,694,195.0,Red,barbaresco
Pinot Noir Le Bourgogne 2015,Chanson,2015,3.6,694,18.08,Red,bourgogne
Le Tense Sassella Valtellina Superiore 2016,Nino Negri,2016,3.8,694,13.15,Red,valtellina superiore
Vineyards Cabernet Sauvignon 2019,Trapiche,2019,3.6,695,5.25,Red,mendoza
Dão Rótulo Tinto 2013,Niepoort,2013,3.4,695,23.15,Red,dao
Rouge 2016,Alto Estate,2016,3.7,696,9.5,Red,stellenbosch
Roble 2018,Portia,2018,3.5,696,10.99,Red,ribera del duero
Saint-Julien (Grand Cru Classé) 2009,Château Ducru-Beaucaillou,2009,4.7,699,339.0,Red,saint-julien
i.e.a. Qurein 2013,Pranzegg,2013,3.9,70,24.91,Red,vigneti delle dolomiti
Priorat Gran Cruor 2011,Casa Gran del Siurana,2011,4.2,70,57.28,Red,priorat
Les Chemins 2017,Famille Lignères - Château La Baronne,2017,4.0,70,14.95,Red,corbieres
Barbera d'Alba 2018,Fratelli Revello,2018,3.9,70,15.47,Red,barbera d'alba
Forriero Nero d'Avola 2018,Andrero,2018,3.8,70,6.33,Red,terre siciliane
Wildcard Shiraz - Cabernet Sauvignon 2018,Peter Lehmann,2018,3.5,70,7.23,Red,barossa valley
Cuvée Viva Blaye - Côtes de Bordeaux 2005,Château Gigault,2005,4.1,70,29.95,Red,blaye - cotes de bordeaux
Pinot Nero Langhe PN Q497 2012,G.D. Vajra,2012,3.7,70,19.95,Red,langhe
Südtirol Lagrein Riserva 2013,Heinrich Mayr (Nusserhof),2013,4.0,70,28.24,Red,sudtirol - alto adige
Saint-Émilion Grand Cru 2016,Château La Croix Chantecaille,2016,3.7,70,22.62,Red,saint-emilion grand cru
Ségla Margaux 2015,Château Rauzan-Ségla,2015,4.2,70,60.19,Red,margaux
Vigne del Maestro Sangiovese 2017,Maestro Italiano,2017,3.7,70,4.83,Red,puglia
Haven Cabernet Sauvignon 2018,Glen Carlou,2018,3.7,70,7.9,Red,coastal region
Aldone 2015,Terre del Marchesato,2015,4.2,70,58.0,Red,toscana
Côtes-du-Rhône Rouge 2017,Anne-Sophie Pic et Michel Chapoutier,2017,3.8,70,8.9,Red,cotes-du-rhone
Ape Reale Barbera d'Alba 2017,BelColle,2017,3.5,70,8.76,Red,barbera d'alba
Cuvée des Cadettes Châteauneuf-du-Pape 2016,Château La Nerthe,2016,4.5,70,68.14,Red,chateauneuf-du-pape
Bolgheri Superiore 2017,Ornellaia,2017,4.6,70,192.0,Red,bolgheri superiore
Colonia Chianti Classico Gran Selezione 2013,Fèlsina,2013,4.3,70,100.95,Red,chianti classico
Saint Cosme Saint Joseph 2014,Château de Saint Cosme,2014,3.8,70,22.0,Red,saint-joseph
Hermitage Rouge 2005,Tardieu-Laurent,2005,4.3,70,99.95,Red,hermitage
Lagrein 2019,Wilhelm Walch,2019,4.1,70,9.5,Red,sudtirol - alto adige
Blauburgunder (Pinot Nero) 2017,St. Michael-Eppan,2017,3.8,70,27.09,Red,sudtirol - alto adige
Corbières 2019,Château de Caraguilhes,2019,3.5,70,10.65,Red,corbieres
Shiraz 2016,Neethlingshof Estate,2016,3.7,70,10.72,Red,stellenbosch
Holzspur Pinot Noir 2015,Johanneshof Reinisch,2015,4.0,70,36.95,Red,thermenregion
Tradition Spätburgunder 2016,Rudolf Fürst,2016,3.7,70,19.42,Red,franken
Blaufränkisch vom Lehm 2017,Gesellmann,2017,3.4,70,11.76,Red,mittelburgenland
Hausmarke Rot 2017,Moric,2017,3.6,70,13.24,Red,burgenland
Corash Cannonau Sardegna Riserva 2016,Vernaccia Oristano,2016,4.0,70,10.24,Red,cannonau di sardegna
Spätburgunder Kaiserstuhl 2015,Salwey,2015,3.6,70,11.5,Red,baden
Barbera d'Alba 2007,Monti,2007,4.2,70,24.5,Red,barbera d'alba
Castell Vell 2015,Singla,2015,4.0,70,24.27,Red,cotes du roussillon villages
Estoras 2017,Esterházy,2017,2.8,70,11.45,Red,burgenland
Sabazio 2018,La Braccesca,2018,3.5,70,10.4,Red,rosso di montepulciano
Sinfarosa Zinfandel - Primitivo di Manduria 2017,Felline,2017,3.8,70,12.9,Red,primitivo di manduria
Cà Del Pazzo Sangiovese - Cabernet Sauvignon 2013,Caparzo,2013,4.0,70,19.9,Red,sant'antimo
Côtes du Rhône Villages Sablet 2010,Château du Trignon,2010,3.8,70,10.67,Red,cotes-du-rhone-villages 'sablet'
La Maîtresse 2017,La Louvière,2017,3.6,70,10.79,Red,malepere
Italian Collection Nabucco 2011,Morgenster Estate,2011,3.8,70,35.04,Red,stellenbosch
12 e Mezzo Negroamaro del Salento 2016,Varvaglione,2016,3.8,700,7.25,Red,salento
Crozes-Hermitage Domaine de Thalabert 2012,Paul Jaboulet Aîné,2012,3.9,700,29.5,Red,crozes-hermitage
Terra do Zambujeiro 2013,Quinta do Zambujeiro,2013,4.1,700,21.4,Red,borba
Franc 2016,Abadal,2016,3.6,701,7.31,Red,pla de bages
Rouge (Gaston Hochar) 1997,Château Musar,1997,4.2,701,47.67,Red,bekaa valley
Da'Divas Tempranillo 2016,Lidio Carraro,2016,3.6,701,16.52,Red,encruzilhada do sul
Saint-Julien (Grand Cru Classé) 2005,Château Léoville Las Cases,2005,4.6,702,336.3,Red,saint-julien
Founders' Estate Merlot 2017,Beringer,2017,3.6,702,11.6,Red,california
Amarone della Valpolicella 2015,Palazzo Maffei,2015,4.1,702,25.5,Red,amarone della valpolicella
Carmenère 2018,Montes Alpha,2018,4.1,702,13.89,Red,colchagua valley
Rioja Bordón Crianza 2016,Franco-Espanolas,2016,3.6,702,7.26,Red,rioja
I Gran Reserva 75 Aniversario 2009,Bodegas Faustino,2009,4.0,703,16.47,Red,rioja
Merlot - Petit Verdot Penedès 3055 2017,Jean Leon,2017,3.8,703,13.36,Red,penedes
Grande Reserve 2015,Los Vascos,2015,3.8,703,16.17,Red,colchagua valley
Dark (Red Blend) 2017,Apothic,2017,3.7,704,8.18,Red,california
Le Tense Sassella Valtellina Superiore 2015,Nino Negri,2015,3.8,704,17.79,Red,valtellina superiore
Douro Batuta Tinto 2013,Niepoort,2013,4.3,705,56.0,Red,douro
Mai The First A.Montes Malbec 2016,Kaiken,2016,4.4,706,61.05,Red,mendoza
Russian River Valley Pinot Noir 2015,DeLoach,2015,4.1,706,35.99,Red,russian river valley
Valley Oaks Cabernet Sauvignon 2017,Fetzer,2017,3.6,707,8.8,Red,california
Tinto 2016,Quinta das Setencostas,2016,3.9,707,7.2,Red,alenquer
Carmenère 2017,Anderra,2017,3.4,708,7.27,Red,central valley
Bordeaux 2016,Château Bel-Air,2016,3.5,709,8.33,Red,bordeaux
Vigne Vecchie Leggenda Primitivo di Manduria 2015,Vigneti del Salento,2015,4.4,709,39.9,Red,primitivo di manduria
EPU 2016,Almaviva,2016,4.5,709,46.34,Red,puente alto
Cabernet Sauvignon 2018,Antares,2018,3.3,709,4.76,Red,central valley
Le Pluriel Rouge 2018,Clos des Boutes,2018,3.4,71,9.26,Red,costieres-de-nimes
Gambert de Loche Hermitage Rouge 2009,Cave de Tain,2009,4.3,71,86.62,Red,hermitage
Petit Verdot 2016,Château Belle-Vue,2016,3.7,71,29.15,Red,bordeaux
Steinsatz Cuvée 2015,Schneider,2015,4.1,71,29.5,Red,pfalz
Château La Voûte Saint-Émilion Grand Cru 2014,Vignobles Moreau,2014,4.1,71,36.0,Red,saint-emilion grand cru
Artino 2017,Tenuta Iuzzolini,2017,4.1,71,11.6,Red,calabria
Cabernet Sauvignon 2014,Bergsig Estate,2014,3.6,71,9.85,Red,breede river valley
Ribera Tinta del País 2015,Urban,2015,3.8,71,14.99,Red,ribera del duero
Villero Barolo 2011,Brovia,2011,4.2,71,61.11,Red,barolo
Volnay 1er Cru 'Carelle sous la Chapelle' 2011,Domaine François Buffet,2011,3.8,71,57.5,Red,volnay 1er cru 'carelle sous la chapelle'
Langhe Nebbiolo 2016,Elio Filippino,2016,4.0,71,10.43,Red,langhe
Sancerre Rouge 2014,Domaine Salmon,2014,3.4,71,14.03,Red,sancerre
Barolo Ravera 2015,Vietti,2015,4.4,71,173.63,Red,barolo
Cabernet Franc 2016,Holden Manz,2016,4.5,71,59.0,Red,franschhoek
Sand Lagrein 2018,Nals Margreid,2018,3.9,71,11.21,Red,sudtirol - alto adige
Saint-Julien (Grand Cru Classé) 2017,Château Gruaud Larose,2017,3.9,71,86.76,Red,saint-julien
15 di Mare Primitivo di Manduria 2016,Cantolio,2016,4.2,71,28.27,Red,primitivo di manduria
Barbera d'Asti Superiore Tre Roveri 2017,Pico Maccario,2017,3.8,71,16.9,Red,barbera d'asti
Villa Don Maximiano 2016,Errazuriz,2016,3.8,71,38.02,Red,aconcagua valley
Disueri Nero d'Avola 2017,Cusumano,2017,3.7,71,6.58,Red,sicilia
Red 2015,Antiyal,2015,4.4,71,46.65,Red,maipo valley
Tradition Bordeaux Supérieur 2016,Château Penin,2016,3.6,71,8.9,Red,bordeaux superieur
Sequoia 2016,Château Carbonneau,2016,3.7,71,8.68,Red,sainte-foy-bordeaux
Lacoste Borie Pauillac 2016,Château Grand-Puy-Lacoste,2016,3.7,71,33.95,Red,pauillac
Nuits-Saint-Georges 2016,Domaine des Perdrix,2016,4.2,71,64.8,Red,nuits-saint-georges
Syrah 2009,Martúe,2009,3.9,71,22.09,Red,campo de la guardia
Millennio Chianti Classico Gran Selezione 2009,Cacchiano,2009,4.1,71,29.89,Red,chianti classico
Gigondas Le Claux 2014,Château de Saint Cosme,2014,4.3,71,72.0,Red,gigondas
Cirò Rosso Classico Superiore 2012,Scala,2012,3.6,71,9.5,Red,ciro
Tramp 2016,Can Grau Vell,2016,3.8,71,15.7,Red,catalunya
Merlot 2016,Attems,2016,3.6,71,10.66,Red,friuli-venezia giulia
Barbaresco 2014,Marco Bonfante,2014,3.6,71,23.19,Red,barbaresco
Il Secondo 2014,Peter Sölva,2014,3.8,71,13.5,Red,trentino-alto adige
4 Varietales Colección Rioja 2016,Vivanco,2016,3.8,71,41.28,Red,rioja
Gran Selección Valdepeñas 2014,Viña Albali,2014,3.3,71,6.75,Red,valdepenas
Privatkeller Cabernet - Merlot 2015,Schlumberger,2015,3.6,71,17.9,Red,thermenregion
Cabernet Sant'Antimo Olmaia 2014,Col d'Orcia,2014,4.0,71,37.63,Red,sant'antimo
Tenuta Greppone Mazzi Brunello di Montalcino 2013,Ruffino,2013,4.2,710,50.67,Red,brunello di montalcino
Tribu Cabernet Sauvignon 2018,Trivento,2018,3.4,710,8.67,Red,mendoza
Homenagem A Hans Christian Andersen 2013,Cortes de Cima,2013,4.3,712,31.19,Red,alentejano
Saint-Estèphe (Grand Cru Classé) 2009,Château Montrose,2009,4.5,712,369.0,Red,saint-estephe
Tinto 2017,Aalto,2017,4.4,712,33.89,Red,ribera del duero
Syrah 2018,Les Jamelles,2018,3.8,713,5.36,Red,pays d'oc
Ramitello Rosso 2013,Di Majo Norante,2013,3.7,713,11.9,Red,biferno
Z 2014,De Toren,2014,4.2,713,32.97,Red,stellenbosch
Raimonda Barbera d'Alba 2016,Fontanafredda,2016,3.5,714,11.37,Red,barbera d'alba
Cabernet Sauvignon 2015,Boekenhoutskloof,2015,4.3,714,61.05,Red,franschhoek
Le Pur Fruit du Causse Cahors 2017,Château Combel La Serre,2017,3.7,715,17.74,Red,cahors
Rioja Crianza 2016,Montecillo,2016,3.6,715,7.75,Red,rioja
Pinot Nero 2017,Franz Haas,2017,3.9,716,23.5,Red,sudtirol - alto adige
Nero d'Avola 2018,Barone Montalto,2018,3.6,717,5.1,Red,terre siciliane
Châteauneuf-du-Pape 2014,Château Mont-Redon,2014,4.1,718,34.9,Red,chateauneuf-du-pape
Vinha das Romãs Tinto 2015,Monte da Ravasqueira,2015,3.9,718,21.1,Red,alentejano
Amarone della Valpolicella Classico 2015,Cesari,2015,4.1,718,28.5,Red,amarone della valpolicella classico
Bandol 2015,La Bastide Blanche,2015,3.7,719,21.88,Red,bandol
Secateurs Red Blend 2015,Badenhorst,2015,3.7,719,9.9,Red,swartland
Reserve Malbec Mendoza 2017,Bodega Piedra Negra,2017,3.8,719,13.71,Red,mendoza
Cipressi Nizza 2016,Michele Chiarlo,2016,3.9,719,15.6,Red,barbera d'asti
Bordeaux Supérieur 2010,Château Croix Mouton,2010,3.5,719,22.95,Red,bordeaux superieur
Pomerol 2016,Château Plince,2016,4.0,72,48.64,Red,pomerol
Gigondas Valbelle 2009,Château de Saint Cosme,2009,3.9,72,39.0,Red,gigondas
Höhenflug Cuvée 2016,Hensel,2016,3.9,72,16.45,Red,pfalz
Grés de Montpellier 2016,Château de l'Engarran,2016,3.7,72,13.0,Red,gres de montpellier
Salzberg 2015,Heinrich,2015,4.3,72,82.5,Red,burgenland
Azul 2016,Guelbenzu,2016,3.9,72,6.99,Red,ribera del queiles
Les Chaignots Nuits-Saint-Georges 1er Cru 2013,Domaine Robert Chevillon,2013,4.1,72,86.62,Red,nuits-saint-georges
Pinot Noir Herrenstück 2015,Weingut Holger Koch,2015,3.6,72,13.5,Red,baden
Massaluca 2018,Ramón Roqueta,2018,3.9,72,14.52,Red,terra alta
The Love Grass Shiraz 2017,d'Arenberg,2017,3.7,72,14.63,Red,mclaren vale
Merlot 2018,Backsberg,2018,3.7,72,12.25,Red,paarl
Lindenburg 2014,Alois Lageder,2014,3.8,72,26.8,Red,sudtirol - alto adige
Brunello di Montalcino 2014,Cantine Luciani,2014,3.9,72,17.45,Red,brunello di montalcino
Assolo Cannonau di Sardegna 2015,Tenuta l'Ariosa,2015,3.6,72,13.5,Red,cannonau di sardegna
Barrica Monastrell - Syrah 2017,Vermador,2017,3.5,72,5.9,Red,valencia
Finca San Martin Rioja Crianza 2017,Torre de Oña,2017,3.8,72,9.75,Red,rioja
Arte Rosso 2012,Domenico Clerico,2012,3.9,72,27.06,Red,langhe
1300 Merlot 2018,Andeluna,2018,3.4,72,9.9,Red,tupungato
Capomastro 2018,Lenotti,2018,3.9,72,6.29,Red,veneto
Bárbara Palacios 2015,Barbarot,2015,3.8,72,18.42,Red,rioja
Nero d'Avola (Organico) 2019,Vanitá,2019,3.3,72,7.25,Red,terre siciliane
Novecento Cabernet Sauvignon 2018,Dante Robino,2018,3.1,72,8.41,Red,mendoza
Visionaire 2014,Holden Manz,2014,3.8,72,14.5,Red,franschhoek
Barolo Aeroplan Servaj 2011,Domenico Clerico,2011,4.2,72,96.95,Red,barolo
25 anni Montefalco Sagrantino 2014,Arnaldo-Caprai,2014,4.2,72,55.77,Red,montefalco sagrantino
Chianti Classico 2016,Zonin,2016,3.7,72,9.06,Red,chianti classico
Pieve Santa Restituta Brunello di Montalcino 2015,Gaja,2015,4.5,72,59.9,Red,brunello di montalcino
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2010,Château Ausone,2010,4.5,72,1599.95,Red,saint-emilion grand cru
Barbaresco Basarin Riserva 2016,Negro Angelo,2016,4.1,72,29.5,Red,barbaresco
Petravia Puglia 2016,Masseria Altemura,2016,3.8,720,10.9,Red,puglia
Grandarella Appassimento delle Venezie 2010,Masi,2010,3.7,720,19.95,Red,delle venezie
Zinfandel 2018,Epicuro,2018,3.7,720,10.68,Red,puglia
Da'Divas Pinot Noir 2012,Lidio Carraro,2012,3.3,720,14.57,Red,encruzilhada do sul
Reserve Malbec 2018,Domaine Bousquet,2018,3.9,720,11.46,Red,tupungato
Crianza 2016,Sierra Cantabria,2016,3.7,721,11.45,Red,rioja
Crianza 2016,Protos,2016,4.1,721,16.95,Red,ribera del duero
Agnus Merlot 2011,Lidio Carraro,2011,3.2,722,11.65,Red,encruzilhada do sul
Red (Winemaker's Blend) 2018,Apothic,2018,3.8,722,8.48,Red,california
Cariñena Reserva 2012,Marques de Villanueva,2012,3.3,722,5.29,Red,carinena
Rioja Reserva 2014,Viña Real,2014,3.8,722,11.9,Red,rioja
Cabernet Sauvignon - Shiraz 2018,Simonsig,2018,3.7,723,6.33,Red,stellenbosch
Testamatta Toscana 2015,Bibi Graetz,2015,4.3,725,122.82,Red,toscana
Primus Malbec 2016,Salentein,2016,4.3,726,42.0,Red,tunuyan
Antu Syrah 2017,MontGras,2017,3.8,726,12.25,Red,colchagua valley
Rosso di Montepulciano 2014,Avignonesi,2014,3.5,728,14.29,Red,rosso di montepulciano
20 Barrels Limited Edition Cabernet Sauvignon 2016,Cono Sur,2016,4.0,728,22.9,Red,maipo valley
Saint-Julien (Grand Cru Classé) 2015,Château Lagrange,2015,3.9,729,69.26,Red,saint-julien
Bergerac Rouge 2018,Château Laulerie,2018,3.8,73,7.24,Red,bergerac
Fleurie 2017,Domaine de Gry Sablon - Dominique Morel,2017,3.6,73,14.32,Red,fleurie
Malvasia Nera 2017,Vigneti Reale,2017,3.6,73,7.28,Red,salento
Classico Cabernet Sauvignon 2016,Dalla Cia,2016,3.9,73,16.0,Red,stellenbosch
Réserve Bordeaux Rouge 2017,Château Bel-Air Perponcher,2017,3.7,73,10.85,Red,bordeaux
Volnay 1er Cru 'Santenots' 2015,Vincent Girardin,2015,4.2,73,59.9,Red,volnay 1er cru 'santenots'
Großheubach Alte Reben 2016,Weingut Stadt Klingenberg,2016,4.0,73,18.5,Red,franken
Rioja Garnacha 2015,Baigorri,2015,4.1,73,23.27,Red,rioja
Prephylloxera La Vigna di Don Peppino Etna Rosso 2017,Tenuta delle Terre Nere,2017,4.4,73,67.42,Red,etna
Margaux (Grand Cru Classé) 2016,Château Palmer,2016,4.7,73,437.68,Red,margaux
Beckstoffer Las Piedras Vineyard Cabernet Sauvignon 2014,Paul Hobbs,2014,4.6,73,359.0,Red,st. helena
Max 2016,Miles Mossop Wines,2016,4.1,73,26.25,Red,coastal region
Finca La Personal 2013,Edetària,2013,4.2,73,42.5,Red,terra alta
Saint-Joseph Vignes de L'Hospice 2016,E. Guigal,2016,4.2,73,69.9,Red,saint-joseph
Plansel Selecta Reserva 2014,Quinta da Plansel,2014,3.9,73,9.7,Red,alentejano
De Piano 2016,St. Michael-Eppan,2016,4.1,73,14.84,Red,sudtirol - alto adige
Ornati Barbera d'Alba 2018,Parusso,2018,4.0,73,12.38,Red,barbera d'alba
Brunello di Montalcino 2015,Caparzo,2015,4.1,73,26.9,Red,brunello di montalcino
Saint-Émilion Grand Cru (Grand Cru Classé) 2016,Château La Serre,2016,3.9,73,58.39,Red,saint-emilion grand cru
Jura Pinot Noir Riserva 2016,Nals Margreid,2016,4.0,73,22.32,Red,sudtirol - alto adige
Senda 2015,Las Moradas de San Martín,2015,3.5,73,13.68,Red,madrid
Stately Cabernet Sauvignon - Shiraz 2016,Steenberg,2016,3.9,73,16.95,Red,coastal region
Critèra Primitivo 2018,Schola Sarmenti,2018,4.0,73,9.73,Red,salento
Colle Al Fico Toscana 2016,Petra,2016,4.1,73,39.58,Red,toscana
Villa Nigra Pinot Nero 2015,Colterenzio (Schreckbichl),2015,3.8,73,28.22,Red,sudtirol - alto adige
Saffredi 2017,Fattoria le Pupille,2017,4.4,73,77.5,Red,maremma toscana
Tempranillo 2018,Clos de Lôm,2018,4.0,73,15.4,Red,valencia
Chianti Rufina Riserva 2015,Villa di Vetrice,2015,3.7,73,18.9,Red,chianti rufina
VOX Rouge 2016,Château de Nages,2016,3.8,73,37.04,Red,costieres-de-nimes
Aska Bolgheri 2017,Banfi,2017,3.8,73,19.5,Red,bolgheri
Cotes de Provence Rouge 2014,Château La Tour de l'Évêque,2014,3.8,73,16.9,Red,cotes de provence
Pomerol 2011,Château Gombaude-Guillot,2011,4.1,73,55.1,Red,pomerol
Pomerol 2016,Château Lafleur-Gazin,2016,4.3,73,44.84,Red,pomerol
Saint-Émilion Grand Cru (Grand Cru Classé) 1998,Château Dassault,1998,3.9,73,149.0,Red,saint-emilion grand cru
Vosne-Romanée 2016,Domaine des Perdrix,2016,4.2,73,75.66,Red,vosne-romanee
Shiraz 2017,Cape Mentelle,2017,3.8,73,27.95,Red,margaret river
Côtes du Rhône Rouge 2018,Domaine de la Janasse,2018,3.7,730,11.5,Red,cotes-du-rhone
Cahors 2014,Château du Cèdre,2014,3.9,730,15.9,Red,cahors
Cabernet Sauvignon 2016,Avalon,2016,3.8,731,12.57,Red,napa county
