region,country,lat,lng,continent
Danube,Romania,45.4673548,28.211098,Europe
Valtiendas,Spain,41.477802,-3.9180548,Europe
Emilia-Romagna,Italy,44.525696,11.039437,Europe
Sainte-Foy-Bordeaux,France,44.848092,-0.572718,Europe
Saint-Mont,France,43.6519486,-0.1506191,Europe
Gisborne,New Zealand,-38.661326,178.0206487,Oceania
Oregon,United States,43.9792797,-120.737257,North America
Bottelary,South Africa,-33.9037246,18.7493443,Africa
Maury,France,42.8102692,2.5935825,Europe
Parrina,Italy,42.5082807,11.2423099,Europe
Agrelo,Argentina,-33.1184629,-68.8859261,South America
New South Wales,Australia,-31.8759835,147.2869493,Oceania
Côtes-du-Rhône-Villages 'Saint-Maurice',France,49.459434,0.612073,Europe
Pommard 1er Cru 'Les Grands Epenots',France,47.01234,4.797962,Europe
Naoussa,Greece,40.630574,22.0696057,Europe
Napa County,United States,38.4898675,-122.3218414,North America
Mayschoss,Germany,50.5220282,7.0197776,Europe
Colli Pesaresi,Italy,42.83333,12.83333,Europe
Puente Alto,Chile,-33.6095279,-70.5754736,South America
Côte de Beaune,France,47.0436294,4.8175252,Europe
Pazardjik,Bulgaria,42.1884549,24.3318993,Europe
Tarnave,Romania,46.2082736,24.5432284,Europe
Nelson,New Zealand,-41.2710849,173.2836756,Oceania
Roccamonfina,Italy,41.2897429,13.9834693,Europe
Côtes du Brian,France,46.300793,4.149292,Europe
Échezeaux Grand Cru,France,47.1729814,4.9538661,Europe
Nuits-Saint-Georges 1er Cru 'Aux Murgers',France,46.0,2.0,Europe
Côtes-du-Rhône-Villages 'Massif d'Uchaux',France,43.756953,4.267703,Europe
Pernand-Vergelesses Premier Cru,France,47.080639,4.851361,Europe
Marsannay,France,47.2705441,4.9884218,Europe
Vista Flores,Argentina,-33.6509493,-69.1555479,South America
Ribeira Sacra,Spain,42.4447399,-7.7290925,Europe
Heideboden,Austria,47.8933923,16.8971977,Europe
Dolcetto d'Acqui,Italy,42.83333,12.83333,Europe
Pago Florentino,Spain,40.0,-4.0,Europe
Givry 1er Cru 'Clos Marole',France,46.785161,4.743166,Europe
Vallee du Paradis,France,43.437377,6.8517785,Europe
Dalmatian Coast,Croatia,45.16667,15.5,Europe
Côte de Brouilly,France,46.1005732,4.654668,Europe
Terrazze Retiche di Sondrio,Italy,46.16852,9.87134,Europe
Niagara Peninsula,Canada,43.0408117,-79.5394463,North America
Colli del Limbara,Italy,42.83333,12.83333,Europe
Vipava,Slovenia,45.8466286,13.961222,Europe
Contessa Entellina,Italy,37.7309803,13.1831444,Europe
Montpeyroux,France,44.9211111,0.0577778,Europe
Ahrweiler,Germany,50.4365274,7.0050227,Europe
German Wine,Germany,51.5,10.5,Europe
Knights Valley,United States,34.757985,-82.242893,North America
Vino de España,Spain,41.6671494,-4.7141337,Europe
Givry 1er Cru 'Vigne Rouge',France,46.776267,4.724261,Europe
Bot River,South Africa,-34.1836055,19.2231989,Africa
Ontario,Canada,50.000678,-86.000977,North America
Long Island,United States,40.851497,-73.0994297,North America
Daunia,Italy,44.6378266,10.9410518,Europe
Transylvania,Romania,46.5971623,24.3740295,Europe
Limestone Coast,Australia,-36.9446267,139.6994181,Oceania
Côtes-du-Rhône-Villages 'Visan',France,47.875917,3.874297,Europe
Almeirim,Portugal,39.2091925,-8.6291035,Europe
Saint-Guilhem-le-Desert,France,43.734,3.54852,Europe
Côte Vermeille,France,42.4804512,3.1379512,Europe
Savigny-lès-Beaune,France,47.0628612,4.8185532,Europe
Saumur-Champigny,France,47.2322933,-0.0211322,Europe
Colli di Luni,Italy,44.06667,9.98333,Europe
San Gimignano,Italy,43.4677993,11.0432115,Europe
Bourgogne Epineuil,France,47.867487,3.97622,Europe
Offida,Italy,42.9348208,13.6910435,Europe
Valdadige Terradeiforti,Italy,42.83333,12.83333,Europe
Rioja Alavesa,Spain,42.544151,-2.5454224,Europe
Rutherford,United States,35.3994626,-81.9023191,North America
Volnay 1er Cru 'Clos de la Barre',France,47.001023,4.782388,Europe
Weinviertel,Austria,48.4968419,16.334688,Europe
Côtes-du-Rhône-Villages 'Plan de Dieu',France,44.165133,4.950209,Europe
Barbera del Monferrato Superiore,Italy,44.46006,7.10425,Europe
Santenay 1er Cru 'Beauregard',France,48.99088,2.002468,Europe
Leyda Valley,Chile,-30.0,-71.0,South America
Friuli Aquileia,Italy,45.6691478,13.7643155,Europe
Grampians,Australia,-37.3732495,142.2788917,Oceania
Mâcon,France,46.3036683,4.8322266,Europe
Monica di Sardegna,Italy,40.8049407,8.5700324,Europe
Nardò,Italy,40.1762608,18.0306371,Europe
Sierras de Málaga,Spain,36.9218381,-4.0957668,Europe
San Severo,Italy,41.6897761,15.3776211,Europe
Barco Reale di Carmignano,Italy,43.8139111,11.019155,Europe
Southeastern Anatolia,Turkey,37.673541,40.4716008,Asia
Heathcote,Australia,-36.9160908,144.7033003,Oceania
San Antonio Valley,Chile,-30.0,-71.0,South America
Sant'Antimo,Italy,40.945711,14.231429,Europe
Alenquer,Portugal,39.056633,-9.0076057,Europe
Volnay 1er Cru 'Carelle sous la Chapelle',France,47.88648,1.8345,Europe
Campo de la Guardia,Spain,39.2558889,-4.4794873,Europe
Biferno,Italy,41.7282833,14.7330239,Europe
Grès de Montpellier,France,43.7042863,4.113817,Europe
Bergerac,France,44.8534568,0.487531,Europe
Volnay 1er Cru 'Santenots',France,46.0,2.0,Europe
Aude,France,43.0542733,2.5124715,Europe
Nizza,Italy,37.992622,15.4119128,Europe
Cabardès,France,43.265544,2.28401,Europe
Valais,Switzerland,46.2303063,7.6605757,Europe
Volnay Premier Cru,France,47.09362,2.80038,Europe
Colli della Toscana Centrale,Italy,45.72737,11.48031,Europe
Rapsani,Greece,39.9020296,22.54849,Europe
Agio Oros,Greece,40.2844848,24.1860473,Europe
Beaune 1er Cru 'Aux Cras',France,47.027235,4.860556,Europe
Campanha,Brazil,-21.8361108,-45.401986,South America
Bardolino Superiore,Italy,44.46006,7.10425,Europe
Pomino,Italy,43.8151012,11.5506357,Europe
San Carlos,Argentina,-25.7995047,-66.0721546,South America
Simonsberg-Stellenbosch,South Africa,-33.9256397,18.8801329,Africa
Loire Valley,France,47.396728,-0.53276,Europe
Beaune 1er Cru 'Le Clos des Mouches',France,46.993884,4.849924,Europe
Fixin,France,47.2455008,4.9728452,Europe
Bourgogne Hautes-Côtes de Beaune,France,47.064785,4.814114,Europe
Brachetto d'Acqui,Italy,42.83333,12.83333,Europe
Limoux,France,43.0538068,2.2176533,Europe
Slopes of Enos,Greece,39.0,22.0,Europe
Benaco Bresciano,Italy,45.7685861,10.7618327,Europe
Mount Veeder,United States,38.3793566,-122.4477575,North America
Liguria,Italy,44.4777617,8.7026296,Europe
South West France,France,44.2582021,0.297966,Europe
Douro Superior,Portugal,41.0912762,-6.8119369,Europe
Maures,France,43.1381313,6.2355346,Europe
Basilicata,Italy,40.500571,16.081953,Europe
Cerasuolo d'Abruzzo,Italy,42.83333,12.83333,Europe
Provence,France,44.0580563,6.0638506,Europe
Bardolino Chiaretto,Italy,42.71231,13.78745,Europe
Tavel,France,44.0127055,4.6982216,Europe
Alghero,Italy,40.584479,8.3576056,Europe
Nahe,Germany,49.5404375,7.0255739,Europe
Recas,Romania,45.8017298,21.5094023,Europe
Coteaux d'Aix-en-Provence,France,43.5276676,5.4063971,Europe
Açores,Portugal,37.8085564,-25.4731374,Europe
Rosé d'Anjou,France,48.777171,2.345117,Europe
Yakima Valley,United States,46.5864196,-120.5278214,North America
Crémant de Loire,France,47.217396,1.647682,Europe
Champagne,France,45.831944,-0.906667,Europe
Asti,Italy,44.8260126,8.2026863,Europe
Moscato d'Asti,Italy,42.83333,12.83333,Europe
Getariako Txakolina,Spain,40.0,-4.0,Europe
Lambrusco di Sorbara,Italy,44.753007,11.009671,Europe
Franciacorta,Italy,45.5891866,10.076411,Europe
Trento,Italy,46.1029536,11.1297425,Europe
Conegliano-Valdobbiadene Prosecco,Italy,45.9018627,12.0015464,Europe
Crémant du Jura,France,47.020599,5.789582,Europe
Champagne Premier Cru,France,45.621911,-0.2826,Europe
Prosecco,Italy,45.7083528,13.733628,Europe
Crémant de Limoux,France,50.356597,3.107697,Europe
Modena,Italy,44.5384728,10.9359609,Europe
Prosecco di Treviso,Italy,45.9018627,12.0015464,Europe
Champagne Grand Cru 'Aÿ',France,49.056828,3.992173,Europe
Cava,Spain,42.3165817,1.6111497,Europe
Blanquette de Limoux,France,42.9663792,2.182923,Europe
Kent,United Kingdom,51.2070748,0.7210362,Europe
Champagne Grand Cru 'Bouzy',France,49.07978,4.14772,Europe
Alta Langa,Italy,44.4243895,8.202921,Europe
Champagne Grand Cru,France,48.78972,2.584345,Europe
Reggiano,Italy,44.4001918,10.4177622,Europe
Emilia,Italy,44.4914458,11.3435713,Europe
Wiltingen,Germany,49.6591723,6.590185,Europe
Mâcon-Prissé,France,46.3339517,4.7335828,Europe
Luxembourg,Luxembourg,49.8158683,6.1296751,Europe
Muscadet-Sevre et Maine,France,46.76978,-0.432688,Europe
Rías Baixas,Spain,42.8819145,-8.5487998,Europe
Pouilly-Vinzelles,France,46.2781723,4.7833364,Europe
Meursault,France,46.9783803,4.7694038,Europe
Tolna,Hungary,46.4883447,18.5050005,Europe
Soave Classico,Italy,42.83333,12.83333,Europe
Chablis 1er Cru 'Vaillons',France,46.0,2.0,Europe
Minho,Portugal,41.6347151,-8.1425725,Europe
Vernaccia di San Gimignano,Italy,43.4680172,11.0419989,Europe
Johannisberg,Germany,50.0031207,7.9811854,Europe
Mitterberg,Italy,46.7088172,11.752371,Europe
Trebbiano d'Abruzzo,Italy,42.83333,12.83333,Europe
Bergland,Austria,48.151798,15.1892956,Europe
Cape Point,South Africa,-34.3573947,18.4977883,Africa
Bordeaux Sec,France,49.2979146,1.9208476,Europe
Graach,Germany,49.9352333,7.0634184,Europe
Vermentino di Gallura,Italy,41.0,9.21667,Europe
Vinho Verde,Portugal,41.0645447,-8.2348455,Europe
Verdicchio dei Castelli di Jesi,Italy,43.52142,13.24368,Europe
Alsace Grand Cru 'Geisberg',France,46.0,2.0,Europe
Condrieu,France,45.4624294,4.7676199,Europe
Bourgogne Aligoté,France,47.950902,5.754252,Europe
Meursault 1er Cru 'Genevrières',France,47.72152,5.6065,Europe
Balaton,Hungary,46.8839313,17.8476796,Europe
Coteaux-d'Ensérune,France,43.279351,3.113149,Europe
Piesport,Germany,49.8813655,6.9195718,Europe
Escherndorf,Germany,49.861478,10.1738952,Europe
Nierstein,Germany,49.8710847,8.3365369,Europe
Rueda,Spain,41.4129785,-4.9597533,Europe
Verdicchio di Matelica,Italy,43.2627162,13.0251348,Europe
Pouilly-Fuissé,France,46.276369,4.786048,Europe
Steiermark,Austria,47.2500001,15.1666665,Europe
Pacherenc du Vic-Bilh Sec,France,43.415007,-0.194387,Europe
Saint-Aubin 1er Cru 'Le Charmois',France,48.42138,1.24411,Europe
Colli Martani,Italy,44.84965,9.90152,Europe
Meursault Premier Cru,France,46.9648007,4.7567068,Europe
Colli Tortonesi,Italy,42.83333,12.83333,Europe
McGregor,South Africa,-33.948787,19.827473,Africa
Mittelrhein,Germany,50.1249063,7.6203784,Europe
Chablis,France,47.8152073,3.8001657,Europe
Touraine,France,47.0911924,0.2368126,Europe
Petit Chablis,France,47.81193,3.802408,Europe
Soave,Italy,45.4202303,11.247722,Europe
Friuli Isonzo,Italy,41.4627807,12.904768,Europe
Chassagne-Montrachet,France,46.93636,4.72736,Europe
Traisental,Austria,48.1123645,15.6103091,Europe
Meursault 1er Cru 'Blagny',France,49.62167,5.19194,Europe
Gascogne,France,43.6666667,0.3333333,Europe
Bâtard-Montrachet Grand Cru,France,46.9438574,4.7400306,Europe
Alsace Grand Cru,France,48.790357,2.584516,Europe
Pouilly-Fumé,France,49.272939,2.032351,Europe
Abona,Spain,28.0833698,-16.5633619,Europe
Picpoul de Pinet,France,43.4069731,3.5095107,Europe
Alcamo,Italy,37.9766497,12.9626735,Europe
Vin de Corse,France,41.5903081,9.2780396,Europe
Montrachet Grand Cru,France,46.9438574,4.7400306,Europe
Fiano de Avellino,Italy,40.91441,14.78874,Europe
Gavi,Italy,44.687649,8.809353,Europe
Wiener Gemischter Satz,Austria,48.64444,16.185,Europe
Chassagne-Montrachet Premier Cru,France,46.941904,4.7316926,Europe
Alsace Grand Cru 'Engelberg',France,46.0,2.0,Europe
Alsace Grand Cru 'Schlossberg',France,48.68722,7.30226,Europe
Rully 1er Cru 'Rabourcé',France,46.877596,4.735807,Europe
Viré-Clessé,France,46.4493784,4.8436685,Europe
Brauneberg,Germany,49.9085313,6.9856528,Europe
Chassagne-Montrachet 1er Cru 'Les Chaumes',France,46.938732,4.729087,Europe
Meursault 1er Cru 'Charmes',France,47.168046,3.492699,Europe
Greco di Tufo,Italy,41.01262,14.81784,Europe
Muscadet-Côtes de Grandlieu,France,43.67988,3.9188,Europe
Bianco di Custoza,Italy,45.37727,10.79664,Europe
Chassagne-Montrachet 1er Cru 'Morgeot',France,46.928044,4.724254,Europe
Côtes de Grevenmacher,Luxembourg,49.67459,6.41269,Europe
Corton-Charlemagne Grand Cru,France,47.0790554,4.870533,Europe
Vrancea,Romania,45.7887088,26.883803,Europe
Ockfen,Germany,49.6241185,6.5842029,Europe
Markopoulo,Greece,37.8828306,23.9323453,Europe
Est! Est!! Est!!! di Montefiascone,Italy,42.5364691,12.0276094,Europe
Saint-Véran,France,44.6993395,6.8687131,Europe
Mâcon-Vinzelles,France,46.2695108,4.796244,Europe
Mâcon-Villages,France,49.2663498,-0.4028409,Europe
Montagny 1er Cru 'Saint-Morille',France,46.654142,5.260831,Europe
Macedonia,Greece,40.6186482,22.9179536,Europe
Vermentino di Sardegna,Italy,40.8044992,9.3202819,Europe
Wehlen,Germany,50.957091,14.0307534,Europe
Auxey-Duresses,France,46.9862244,4.7467921,Europe
Mantinia,Greece,36.9535613,22.1580433,Europe
Alsace Grand Cru 'Sommerberg',France,46.0,2.0,Europe
Puligny-Montrachet,France,46.9487302,4.7531515,Europe
Alsace Grand Cru 'Kitterle',France,46.0,2.0,Europe
Orvieto,Italy,42.7186152,12.1087907,Europe
Chassagne-Montrachet 1er Cru 'Cailleret',France,46.938564,4.731675,Europe
Spoleto,Italy,42.7342971,12.7382035,Europe
Chablis Grand Cru 'Preuses',France,46.0,2.0,Europe
Morava,Czech Republic,50.2051284,16.8493899,Europe
Chablis 1er Cru 'Vau Ligneau',France,47.826393,3.820664,Europe
Galicia,Spain,42.61946,-7.863112,Europe
Achaia,Greece,38.0692748,21.8727304,Europe
Monção e Melgaço,Portugal,42.11337,-8.26016,Europe
Valle del Tirso,Italy,40.3902859,9.0140883,Europe
Chablis Premier Cru,France,47.09362,2.80038,Europe
Saint-Romain,France,46.9982395,4.7083847,Europe
Chablis Grand Cru,France,45.661115,0.14326,Europe
Zeltingen,Germany,49.9526809,7.0187262,Europe
Santenay 1er Cru 'Les Gravières',France,44.42184,4.09193,Europe
Savoie,France,45.4948952,6.3846604,Europe
Nuragus di Cagliari,Italy,39.77771,9.03724,Europe
Yarra Valley,Australia,-37.7549851,145.522537,Oceania
Vouvray,France,47.4136687,0.7998446,Europe
Bianchello del Metauro,Italy,43.7410026,12.9382976,Europe
Rüdesheim,Germany,49.8457903,7.8153313,Europe
Falerio,Italy,40.6620959,14.6982564,Europe
Anjou,France,45.3462,4.88149,Europe
Entre-deux-Mers,France,44.845146,-0.5326435,Europe
Savennières,France,47.3830917,-0.6570828,Europe
Weinland,Austria,47.8788826,16.6504616,Europe
Algarve,Portugal,37.2303635,-8.6273516,Europe
Montagny Premier Cru,France,46.654142,5.260831,Europe
Val de Loire,France,47.4492772,-0.349549,Europe
Sciacca,Italy,37.5064786,13.0823323,Europe
Montagu,South Africa,-33.7869944,20.1178282,Africa
Sannio,Italy,41.0619659,14.8538405,Europe
Alsace Grand Cru 'Kastelberg',France,46.0,2.0,Europe
Würzburg,Germany,49.7933723,9.9309779,Europe
Kanzem,Germany,49.6661301,6.5769538,Europe
Chablis 1er Cru 'Montmains',France,47.810698,3.798299,Europe
Blagny 1er Cru 'La Pièce sous le Bois',France,47.088562,6.315789,Europe
Rhone Valley,France,45.164841,5.007654,Europe
Cassis,France,43.2140359,5.5396318,Europe
Coteaux du Pont du Gard,France,43.175216,0.897344,Europe
Valli di Porto Pino,Italy,38.9688,8.59526,Europe
Mâcon-Milly-Lamartine,France,46.3508165,4.700772,Europe
Yvorne,Switzerland,46.3317116,6.9586852,Europe
Tumbarumba,Australia,-35.7764898,148.010062,Oceania
Ribeiro,Spain,42.3199064,-8.1522669,Europe
d Minis,Romania,46.135019,21.6045211,Europe
Saint-Aubin,France,50.4573687,1.6651851,Europe
Savennières-Roche-aux-Moines,France,47.389346,-0.641404,Europe
Quincy,France,47.133365,2.1574605,Europe
Chablis 1er Cru 'Vau de Vey',France,47.826393,3.820664,Europe
Falerio Pecorino,Italy,42.83333,12.83333,Europe
Chablis 1er Cru 'Côte de Lechet',France,47.815401,3.773605,Europe
North Island,New Zealand,-38.0035304,175.957821,Oceania
Mâcon-Bussières,France,46.40184,4.523195,Europe
Colline Teatine,Italy,42.83333,12.83333,Europe
Mâcon-Uchizy,France,46.498309,4.889898,Europe
Mâcon-La Roche-Vineuse,France,46.3432975,4.7225733,Europe
Saint-Péray,France,44.9454417,4.8430943,Europe
Leiwen,Germany,49.8219222,6.8813375,Europe
Colline Pescaresi,Italy,42.83333,12.83333,Europe
Alella,Spain,41.4952867,2.2942758,Europe
Wawern,Germany,50.1154792,6.4884372,Europe
Falanghina del Sannio,Italy,42.83333,12.83333,Europe
Chablis 1er Cru 'Montee de Tonnerre',France,47.816295,3.808025,Europe
Mâcon-Lugny,France,46.4738658,4.807747,Europe
Ancient Lakes of Columbia Valley,United States,38.441907,-90.192247,North America
Bernkastel,Germany,49.9155518,7.0757788,Europe
Clairette de Languedoc,France,43.475944,3.215046,Europe
Niagara-on-the-Lake,Canada,43.2556116,-79.0723264,North America
Monterrei,Spain,41.9467657,-7.4491474,Europe
Rosazzo,Italy,45.9970608,13.4415949,Europe
Bizkaiko Txakolina,Spain,40.0,-4.0,Europe
Tokaj,Hungary,48.1235534,21.4113895,Europe
Verdicchio dei Castelli di Jesi Riserva,Italy,42.83333,12.83333,Europe
Falanghina del Beneventano,Italy,42.83333,12.83333,Europe
Orvieto Classico,Italy,42.83333,12.83333,Europe
Blenheim,New Zealand,-41.5118691,173.9545856,Oceania
Frascati,Italy,41.8082452,12.6803684,Europe
Cape South Coast,South Africa,-29.0,24.0,Africa
Savennières-Coulée-de-Serrant,France,47.386976,-0.659663,Europe
Valdadige,Italy,40.7328744,16.5736393,Europe
Jurançon,France,43.2871825,-0.3896425,Europe
Santa Barbara County,United States,34.7136533,-119.985823,North America
