name,winery,year,rating,num_ratings,price,type,region
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,Château Destieux,2015,4.2,38,69.82,Red,Saint-Émilion Grand Cru
Bourgogne Pinot Noir 2017,Régnard,2017,3.6,38,19.64,Red,Bourgogne
Bricco dell'Uccellone Barbera d'Asti 2017,Braida,2017,4.4,38,49.9,Red,Barbera d'Asti
Gold 2017,Rustenberg,2017,3.6,38,25.34,Red,Stellenbosch
Rosenthal Spätburgunder GG 2012,J.J. Adeneuer,2012,4.1,38,38.94,Red,Ahr
Clos de Citeaux Pommard Grands Épenots Premier Cru 2015,Domaine Jean Monnier & Fils,2015,4.1,38,83.15,Red,Pommard 1er Cru 'Les Grands Epenots'
Passion 2015,Reunion,2015,3.7,38,18.49,Red,Burgenland
Cà Bussin Valpolicella Classico 2017,Boscaini Carlo,2017,3.2,38,10.5,Red,Valpolicella
Eichberg Spätburgunder GG 2016,Franz Keller,2016,4.2,38,49.0,Red,Baden
Amarone della Valpolicella Classico 2013,Nicolis,2013,3.9,38,39.9,Red,Amarone della Valpolicella Classico
Médoc 2016,Château Castera,2016,3.9,38,15.69,Red,Médoc
Schioppettino 2012,Conte d'Attimis Maniago,2012,3.5,38,13.9,Red,Colli Orientali del Friuli
Classic Zweigelt 2017,Esterházy,2017,3.7,38,9.4,Red,Burgenland
Messorio 2016,Le Macchiole,2016,4.4,38,193.03,Red,Toscana
Centenario 2011,Azienda Agricola Accornero,2011,4.1,38,24.9,Red,Monferrato
Saint-Estèphe 2016,Château Beau-Site,2016,4.0,38,25.15,Red,Saint-Estèphe
Predappio Sangiovese 2015,Conde,2015,4.2,38,15.1,Red,Emilia-Romagna
El Carretil Rioja 2016,Artadi,2016,4.3,38,160.84,Red,Rioja
Siebeneich Merlot Riserva 2010,Colterenzio (Schreckbichl),2010,3.6,38,15.55,Red,Südtirol - Alto Adige
Caselle Chianti Superiore 2015,Montellori,2015,3.4,38,10.99,Red,Chianti
Valpolicella 2019,Allegrini,2019,3.6,38,10.49,Red,Valpolicella
Amarone della Valpolicella Classico 2015,Paolo Cottini,2015,4.0,38,43.9,Red,Amarone della Valpolicella Classico
Camalaione 2013,Cinciole,2013,4.2,38,38.94,Red,Chianti
Bell'Aja 2017,San Felice,2017,3.7,38,15.5,Red,Bolgheri
Rosso di Montalcino 2016,Tenute Silvio Nardi,2016,3.7,380,14.52,Red,Rosso di Montalcino
Pessac-Léognan (Grand Cru Classé de Graves) 2008,Château La Mission Haut-Brion,2008,4.4,380,209.9,Red,Pessac-Léognan
María 2016,De Moya,2016,4.0,380,10.9,Red,Valencia
Haut-Médoc 2016,Château Citran,2016,3.8,380,19.95,Red,Haut-Médoc
Gran Reserva 2018,Escudo Rojo,2018,3.7,380,11.83,Red,Maipo Valley
Pessac-Léognan (Grand Cru Classé de Graves) 2016,Château Malartic-Lagravière,2016,4.0,381,72.0,Red,Pessac-Léognan
Old Vines Garnacha 2013,Espelt,2013,3.5,381,8.72,Red,Empordà
Château du Calvaire Saint-Émilion Grand Cru 2016,Domaines Roland Dumas,2016,3.8,381,19.99,Red,Saint-Émilion Grand Cru
Syrah 2016,Terra Linda,2016,3.8,381,9.95,Red,La Mancha
23 Barricas Touriga Nacional - Syrah Alentejano 2012,Herdade dos Grous,2012,4.2,381,27.68,Red,Alentejano
27 Ribera del Duero 2017,Protos,2017,4.0,381,22.8,Red,Ribera del Duero
Brunello di Montalcino 2014,Banfi,2014,4.2,3814,25.71,Red,Brunello di Montalcino
Bandol 2016,Château de Pibarnon,2016,4.1,382,42.5,Red,Bandol
Gevrey-Chambertin 2015,Bouchard Père & Fils,2015,4.0,382,43.67,Red,Gevrey-Chambertin
Cabernet Sauvignon - Merlot 2018,Two Oceans,2018,3.2,382,4.9,Red,Western Cape
Svmma Varietalis Red Blend (Summa) 2014,Marqués de Griñon,2014,4.1,382,21.1,Red,Dominio de Valdepusa
Alentejano Tinto 2018,Herdade dos Grous,2018,4.1,382,11.89,Red,Alentejano
Gran Malbec 2017,Domaine Bousquet,2017,4.1,382,13.43,Red,Tupungato
Le Corti Chianti Classico 2015,Principe Corsini,2015,3.7,382,7.5,Red,Chianti Classico
Cabernet Sauvignon 2015,Catena,2015,4.0,3821,13.55,Red,Mendoza
Burlesque Old Vine Zinfandel 2017,Burlesque,2017,3.9,383,9.99,Red,California
Cabernet Sauvignon 2016,Brancaia,2016,3.8,383,20.9,Red,Toscana
Melodias Malbec 2019,Trapiche,2019,3.6,383,5.95,Red,Mendoza
Baronne Red 2014,Nederburg,2014,3.3,383,35.46,Red,Coastal Region
Saint-Julien (Grand Cru Classé) 2015,Château Branaire-Ducru,2015,4.1,383,63.22,Red,Saint-Julien
Ghi kai Uranos Xinomavro 2017,Thymiopoulos,2017,4.2,383,25.5,Red,Naoussa
Suculé Barbera d'Alba 2013,Lo Zoccolaio,2013,3.7,384,15.5,Red,Barbera d'Alba
Il Borgo Toscana 2016,Cabreo,2016,4.1,384,31.19,Red,Toscana
Cabernet Sauvignon - Merlot 2016,Puklavec Family Wines,2016,3.4,385,7.66,Red,Podravje
Venezia Giulia Cabernet Sauvignon 2016,Lis Neris,2016,4.0,385,22.78,Red,Venezia Giulia
Primitivo Puglia Infinitum 2018,Torrevento,2018,3.7,385,5.95,Red,Puglia
Indian Wells Cabernet Sauvignon 2016,Chateau Ste. Michelle,2016,4.0,3859,20.47,Red,Columbia Valley
Cabernet Sauvignon 2016,Stark-Condé,2016,3.8,386,17.44,Red,Stellenbosch
Amplus One Carmenère 2017,Santa Ema,2017,4.0,386,15.39,Red,Peumo
Pinot Noir Carneros 2013,Schug,2013,4.0,386,29.95,Red,Los Carneros
Gran Reserva 2012,Campo Viejo,2012,3.8,3863,15.8,Red,Rioja
Reserva 2015,Muga,2015,4.1,3868,16.99,Red,Rioja
Crianza 2014,Torre Oria,2014,3.2,387,4.86,Red,Utiel-Requena
Barolo 2014,Cascina Adelaide,2014,3.9,387,16.47,Red,Barolo
Diamond Collection Zinfandel (Red Label) 2017,Francis Ford Coppola,2017,3.7,387,18.5,Red,Napa Valley
Max Reserva Merlot 2015,Errazuriz,2015,3.7,387,13.55,Red,Aconcagua Valley
Querciantica Lacrima di Morro Superiore 2018,Velenosi,2018,3.9,387,13.49,Red,Lacrima di Morro d'Alba
Vigneto Monte Sant'Urbano Amarone della Valpolicella Classico 2015,Speri,2015,4.2,387,39.87,Red,Amarone della Valpolicella Classico
Adobe Carmenère (Reserva) 2018,Emiliana,2018,3.7,3878,8.45,Red,Colchagua Valley
Haut-Médoc 2008,Château Fontesteau,2008,3.7,388,15.95,Red,Haut-Médoc
Bishop Shiraz 2017,Glaetzer,2017,4.0,388,27.99,Red,Barossa Valley
Douro Tinto 2017,Lavradores de Feitoria,2017,3.4,388,6.77,Red,Douro
Cabernet Sauvignon 2017,Avalon,2017,3.7,388,22.32,Red,Napa County
Longitude Shiraz - Cabernet Sauvignon - Malbec 2015,Flagstone,2015,3.6,388,8.29,Red,Western Cape
Barolo Gallinotto 2014,Mauro Molino,2014,4.1,388,33.05,Red,Barolo
Ripassa Valpolicella Ripasso Superiore 2016,Zenato,2016,4.1,3880,13.48,Red,Valpolicella Ripasso
Oak Cask Malbec 2018,Trapiche,2018,3.6,3885,7.96,Red,Mendoza
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2014,Château Beau-Sejour Becot,2014,4.1,389,63.36,Red,Saint-Émilion Grand Cru
Résonance Pinot Noir 2016,Résonance,2016,4.0,389,44.62,Red,Willamette Valley
Luberon La Ciboise 2017,M. Chapoutier,2017,3.5,389,7.66,Red,Luberon
Clancy's Red Blend 2014,Peter Lehmann,2014,3.6,389,15.19,Red,Barossa
Praittenbrunn 2013,Scheiblhofer,2013,4.3,389,42.89,Red,Neusiedlersee-Hügelland
Merlot 2017,Montes Alpha,2017,3.9,389,13.5,Red,Colchagua Valley
Banda Azul Crianza 2017,Federico Paternina,2017,3.5,389,5.75,Red,Rioja
Crianza 2015,Protos,2015,4.0,3893,17.45,Red,Ribera del Duero
Saint-Émilion Grand Cru 2010,Château Pontet Clauzure,2010,3.7,39,16.25,Red,Saint-Émilion Grand Cru
Merlot 2016,CyT,2016,3.5,39,16.32,Red,Central Valley
The Ironstone Pressings 2016,d'Arenberg,2016,3.7,39,35.5,Red,McLaren Vale
Le Clos Rouge Crozes-Hermitage 2012,Delas,2012,4.0,39,38.89,Red,Crozes-Hermitage
À Coural 2018,Amiel,2018,3.8,39,10.6,Red,Languedoc
Blason d'Aussières Corbières 2018,Château d’Aussières,2018,4.1,39,12.9,Red,Corbières
Cabernet Sauvignon Réserve 2015,Philipp Kuhn,2015,4.1,39,29.29,Red,Pfalz
Barolo Rocche di Castiglione 2013,Vietti,2013,4.4,39,163.93,Red,Barolo
Coup de Foudre Fleurie 2017,Les Bertrand,2017,4.0,39,45.95,Red,Fleurie
Tiglineri Dolcetto d'Alba 2016,Enzo Boglietti,2016,3.8,39,18.97,Red,Dolcetto d'Alba
Spätburgunder Halbtrocken 2016,Winzergenossenschaft Mayschoss-Altenahr,2016,3.6,39,9.5,Red,Mayschoss
Chianti Classico Clemente VII Riserva 2015,Castelli del Grevepesa,2015,3.8,39,21.39,Red,Chianti Classico
Liaison Pinot Noir 2018,Enderle & Moll,2018,4.1,39,20.1,Red,Baden
VVV Valleys Douro 2016,Vale D. Maria,2016,4.3,39,21.39,Red,Douro
Zweigelt 2017,Laessiger,2017,3.6,39,5.65,Red,Niederösterreich
Barbera d'Alba 2019,Prunotto,2019,3.8,39,14.99,Red,Barbera d'Alba
Pietra (Primitivo - Susumaniello) 2015,Menhir,2015,4.0,39,27.06,Red,Salento
Toscana Rosso 2015,Tiberio,2015,3.8,39,7.21,Red,Toscana
Vigna Flaminio Brindisi Riserva 2013,Vallone,2013,3.4,39,10.9,Red,Brindisi
Pinot Nero 2010,Ferruccio Carlotto,2010,3.6,39,19.45,Red,Südtirol - Alto Adige
Pinot Noir 2017,Hunky Dory,2017,3.4,39,14.99,Red,Marlborough
Canta Perdices 2016,San Pedro Regalado,2016,3.6,39,11.51,Red,Ribera del Duero
Brunello di Montalcino Riserva 2013,Gianni Brunelli,2013,4.6,39,126.74,Red,Brunello di Montalcino
Le Chemin 2017,Clos de l'Ours,2017,3.9,39,24.9,Red,Côtes de Provence
Spätburgunder Devonschiefer 2015,H. J. Kreuzberg,2015,3.7,39,27.0,Red,Ahr
Sperss Barolo 2015,Gaja,2015,4.6,39,252.1,Red,Barolo
Bardolino Classico 2018,Le Morette,2018,3.7,39,7.0,Red,Bardolino Classico
Spätburgunder G 2015,Meyer - Näkel,2015,3.8,39,17.5,Red,Ahr
Les Cailles Nuits-Saint-Georges 1er Cru 2013,Domaine Robert Chevillon,2013,4.0,39,117.87,Red,Nuits-Saint-Georges Premier Cru
Barolo Arione 2015,Giacomo Conterno,2015,4.6,39,241.53,Red,Barolo
Classique La Clape Rouge 2018,Château d'Anglès,2018,3.6,39,9.5,Red,La Clape
Pomerol 2005,Château Beau Soleil,2005,4.2,39,49.95,Red,Pomerol
Crianza 2014,Marques dé La Carrasca,2014,3.6,39,5.9,Red,La Mancha
Jumara Irpinia Aglianico Campi Taurasini 2015,I Capitani,2015,3.8,39,12.09,Red,Irpinia
Aglianico Beneventano 2018,Epicuro,2018,3.6,39,7.32,Red,Campania
Saint-Estèphe (Grand Cru Classé) 2017,Château Montrose,2017,4.3,39,170.59,Red,Saint-Estèphe
Costières de Nîmes 2017,La Pinède,2017,3.7,39,6.02,Red,Costières-de-Nîmes
Crianza Unico 2014,Finca Antigua,2014,3.6,39,8.24,Red,La Mancha
Primitivo di Manduria 2018,Terre Avare,2018,3.6,39,9.5,Red,Primitivo di Manduria
La Ripe Sangiovese Colli Pesaresi 2016,Roberto Lucarelli,2016,3.6,39,10.95,Red,Colli Pesaresi
Cistus Rouge Faugères 2017,Château de la Liquiere,2017,3.7,39,19.3,Red,Languedoc
Clos Chante l'Alouette Saint-Émilion 2015,Ets Ouzoulias,2015,4.0,39,20.75,Red,Médoc
One Bottle of my Cabernet Sauvignon Beats 23 Semesters of Philosophy! 2015,Emil Bauer & Söhne,2015,4.0,39,11.95,Red,Pfalz
Roble 2016,Muruve,2016,3.6,39,8.29,Red,Toro
Reserva 2010,Jordán de Asso,2010,3.7,39,18.79,Red,Cariñena
Paz Malbec 2018,Bodega Finca Las Moras,2018,3.8,39,12.53,Red,San Juan
Tempranillo 3 Barrica-Oak Aged-Barrique 2016,Candidato,2016,3.8,39,4.99,Red,Castilla
Résonance Pinot Noir 2014,Résonance,2014,4.2,39,76.99,Red,Willamette Valley
Finca Biniagual Verán 2016,Biniagual,2016,4.2,39,18.83,Red,Binissalem-Mallorca
Côtes du Rhône 2017,Château du Bois de la Garde,2017,3.7,39,7.7,Red,Côtes-du-Rhône
Hugonis 2016,Tenuta Rapitalà,2016,3.8,39,20.37,Red,Terre Siciliane
Terroir du Trias Bandol Rouge 2005,Domaine de Terrebrune,2005,3.9,39,79.0,Red,Bandol
Barolo Riserva 2013,Paolo Manzone,2013,4.2,39,68.14,Red,Barolo
Primitivo di Manduria Riserva 2015,Epicuro,2015,3.9,390,16.59,Red,Primitivo di Manduria
Haut-Médoc 2015,Château Sociando-Mallet,2015,4.0,390,41.87,Red,Haut-Médoc
Zinfandel 2016,Hess Select,2016,4.0,390,17.18,Red,Mendocino County
Negroamaro Salento Masseria Maime 2015,Tormaresca,2015,4.1,390,23.08,Red,Salento
Graticcio Appassionato 2017,Tommasi,2017,3.8,3900,10.54,Red,Veneto
Almaviva 2017,Almaviva,2017,4.6,391,173.63,Red,Puente Alto
Desiderio Merlot 2015,Avignonesi,2015,4.1,391,45.0,Red,Cortona
Rosso di Montalcino 2015,Altesino,2015,3.7,391,15.95,Red,Rosso di Montalcino
Marquês de Montemor 2017,Quinta da Plansel,2017,3.6,391,4.85,Red,Alentejano
Gigondas Rouge 2012,Château du Trignon,2012,4.0,391,17.5,Red,Gigondas
Chianti Classico 2016,Rocca di Castagnoli,2016,3.7,391,13.16,Red,Chianti Classico
Côte de Beaune 2016,Joseph Drouhin,2016,4.1,392,39.9,Red,Côte de Beaune
Blason d'Issan Margaux 2015,Château d'Issan,2015,4.0,392,43.28,Red,Margaux
Pantocrator 2005,Tarón,2005,4.2,392,19.4,Red,Rioja Alta
Pomerol 2012,Château Taillefer,2012,3.8,393,36.11,Red,Pomerol
Cabernet Sauvignon 2014,Meerlust,2014,3.9,393,22.5,Red,Stellenbosch
Salanques Priorat 2014,Mas Doix,2014,4.0,393,32.9,Red,Priorat
Ventoux Quintessence 2017,Château Pesquie,2017,3.9,393,18.2,Red,Ventoux
Châteauneuf-du-Pape 2016,Château Maucoil,2016,4.2,394,33.13,Red,Châteauneuf-du-Pape
La Demoiselle de Sociando-Mallet Haut-Médoc 2015,Château Sociando-Mallet,2015,3.8,394,19.4,Red,Haut-Médoc
Perricone Guarnaccio Regaleali 2016,Tasca d'Almerita,2016,3.5,394,10.62,Red,Terre Siciliane
Añada 2017,Macià Batle,2017,3.6,394,10.67,Red,Binissalem-Mallorca
Crianza Rioja 2016,Campillo,2016,3.7,394,15.95,Red,Rioja
Cerretalto Brunello di Montalcino 2010,Casanova di Neri,2010,4.6,394,354.05,Red,Brunello di Montalcino
Tinto 2018,Quinta da Espiga,2018,3.7,394,5.75,Red,Lisboa
Haut-Médoc 2014,Château Lanessan,2014,3.6,395,18.5,Red,Haut-Médoc
Flowers Tinto Suave 2014,Salton,2014,3.0,395,6.9,Red,Serra Gaúcha
Valpolicella Superiore 2016,Zenato,2016,3.8,3957,7.9,Red,Valpolicella
Pinot Noir 2016,Meerlust,2016,3.7,396,22.45,Red,Stellenbosch
Castel Firmian Teroldego Rotaliano 2017,Mezzacorona,2017,3.7,396,7.8,Red,Teroldego Rotaliano
Cirò Classico Rosso 2015,Librandi,2015,3.2,396,6.9,Red,Cirò
Sàgana (Tenuta San Giacomo) 2012,Cusumano,2012,3.8,396,19.3,Red,Sicilia
Reserve Cabernet Sauvignon 2013,Vergelegen,2013,4.3,396,26.5,Red,Stellenbosch
Benuara (Tenuta Presti e Pegni) 2017,Cusumano,2017,4.0,396,10.35,Red,Terre Siciliane
Poggio ai Ginepri Bolgheri 2018,Tenuta Argentiera,2018,3.8,396,13.47,Red,Bolgheri
Brunello di Montalcino 2012,Tenuta CastelGiocondo,2012,4.2,3960,36.76,Red,Brunello di Montalcino
Sonoma Zinfandel 2017,Seghesio,2017,4.1,3963,29.9,Red,Sonoma County
Amon-Ra Shiraz 2016,Glaetzer,2016,4.3,397,56.44,Red,Barossa Valley
Classic Collection Cabernet Sauvignon 2018,KWV,2018,3.5,397,7.27,Red,Western Cape
Barolo Bricco Delle Viole 2014,G.D. Vajra,2014,4.2,397,62.38,Red,Barolo
Vieilles Vignes Cayrol Carignan 2017,Domaine Lafage,2017,3.7,397,9.9,Red,Côtes Catalanes
Finca Resalso 2018,Emilio Moro,2018,3.9,3976,8.1,Red,Ribera del Duero
Saint-Julien (Grand Cru Classé) 2015,Château Léoville Poyferré,2015,4.2,398,102.35,Red,Saint-Julien
Patchwork Shiraz (Samuel's Garden Collection) 2016,Yalumba,2016,3.6,398,20.76,Red,Barossa
Lalande-de-Pomerol 2015,Château La Fleur de Boüard,2015,4.1,398,37.95,Red,Lalande-de-Pomerol
Castello Fonterutoli Chianti Classico Gran Selezione 2016,Mazzei,2016,4.2,399,49.95,Red,Chianti Classico
Carmenère Grande Reserve 2017,Los Vascos,2017,4.0,399,15.79,Red,Colchagua Valley
Saint-Émilion Grand Cru (Premier Grand Cru Classé) 2013,Château Belair-Monange,2013,4.1,40,105.28,Red,Saint-Émilion Grand Cru
Château Pimorin Haut-Médoc 2014,Château Fontesteau,2014,3.8,40,13.04,Red,Haut-Médoc
Le Clos Rouge Crozes-Hermitage 2014,Delas,2014,4.1,40,36.95,Red,Crozes-Hermitage
Tre Saggi Montepulciano d'Abruzzo 2016,Talamonti,2016,3.6,40,10.57,Red,Montepulciano d'Abruzzo
Gran Lurton Cabernet Sauvignon 2015,Bodega Piedra Negra,2015,3.9,40,24.3,Red,Uco Valley
Enira Petit 2016,Bessa Valley,2016,3.7,40,8.87,Red,Pazardjik
Terre de Manganese 2015,Didier Desvignes,2015,4.2,40,22.23,Red,Beaujolais
Filio Corpore 2013,Villa Sandi,2013,4.1,40,9.65,Red,Veneto
Les Grandes Terrasses Cornas 2014,Paul Jaboulet Aîné,2014,4.0,40,38.79,Red,Cornas
Pére de Famille Cabernet Sauvignon 2016,Betz Family Winery,2016,4.5,40,88.42,Red,Columbia Valley
Pinotage 2018,Durbanville Hills,2018,3.7,40,7.62,Red,Durbanville
Elio 2014,Paolo Cottini,2014,4.2,40,48.9,Red,Veneto
La Strada Syrah 2013,Fromm Winery,2013,3.6,40,19.53,Red,Marlborough
The Ironstone Pressings 2014,d'Arenberg,2014,4.0,40,47.98,Red,McLaren Vale
Pinot Noir 2016,Villa Vinea,2016,3.5,40,10.9,Red,Tarnave
Tinto 2016,Enate,2016,3.3,40,11.05,Red,Somontano
Cabernet Sauvignon 2016,Fortant,2016,2.5,40,8.29,Red,Pays d'Oc
Tamiz de Teófilo Reyes 2017,Bodegas Reyes,2017,3.8,40,8.72,Red,Ribera del Duero
Single Vineyard Block No 4 Malbec 2015,Pyros,2015,3.7,40,23.95,Red,Pedernal Valley
Henley Shiraz 2005,Geoff Merrill,2005,4.5,40,96.5,Red,McLaren Vale
Domaine de la Madone Fleurie 2017,Jean-Marc Despres,2017,3.4,40,11.43,Red,Fleurie
Côtes du Rhône Le Caillou 2019,Clos du Caillou,2019,3.8,40,11.5,Red,Côtes-du-Rhône
The Coppermine Road Cabernet Sauvignon 2016,d'Arenberg,2016,3.9,40,44.2,Red,McLaren Vale
Le Caggiole Vino Nobile di Montepulciano 2016,Poliziano,2016,4.5,40,79.5,Red,Vino Nobile di Montepulciano
Dragon Tree Cabernet Sauvignon - Shiraz - Pinotage 2017,Flagstone,2017,3.8,40,11.95,Red,Western Cape
Spätburgunder Trocken 2017,Manz,2017,3.5,40,7.85,Red,Rheinhessen
Frappato 2014,Baglio di Pianetto,2014,3.5,40,7.78,Red,Terre Siciliane
Cuvée Confidence Côtes du Rhône Rouge 2018,Domaine Fond Croze,2018,3.7,40,6.73,Red,Côtes-du-Rhône
La Tota Barbera d'Asti 2018,Marchesi Alfieri,2018,3.9,40,12.38,Red,Barbera d'Asti
Don Maximiano Founder's Reserve 1997,Errazuriz,1997,4.5,40,78.49,Red,Aconcagua Valley
Glener Pinot Nero 2018,Castelfeder,2018,4.1,40,14.13,Red,Südtirol - Alto Adige
Le Lucciole 2016,Chiara Condello,2016,4.4,40,37.92,Red,Romagna
Matero 2018,Carlo Gentili,2018,3.4,40,5.75,Red,Toscana
Klein Babylons Toren Cabernet Sauvignon - Merlot 2015,Backsberg,2015,3.8,40,15.5,Red,Paarl
Secco-Bertani Original Vintage Edition 2016,Bertani,2016,4.1,40,16.95,Red,Verona
Gran Reserva Merlot 2017,TerraNoble,2017,3.5,40,15.26,Red,Maule Valley
Mimus Spätburgunder Trocken 2016,Dr. Heger,2016,3.9,40,26.61,Red,Baden
16 Primitivo Gioia del Colle 2015,Polvanera,2015,4.1,40,21.9,Red,Gioia del Colle
Dornfelder 2018,P. J. Valckenberg,2018,3.7,40,6.4,Red,Rheinhessen
Les Éclats 2017,Domaine Mirabel,2017,3.9,40,18.9,Red,Pic-Saint-Loup
Vie Cave Maremma Toscana 2007,Fattoria Aldobrandesca,2007,3.6,40,16.47,Red,Maremma Toscana
Tempranillo - Syrah 2017,Gran Sello,2017,4.0,40,6.45,Red,Castilla
Amarone della Valpolicella 2015,Costa Arente,2015,4.2,40,63.15,Red,Amarone della Valpolicella
Redigaffi Toscana 2017,Tua Rita,2017,4.5,40,190.08,Red,Toscana
Montclàss 2014,Cartoixa de Montsalvat,2014,3.7,40,14.95,Red,Priorat
Reserve Cabernet Sauvignon 2016,Lewis Cellars,2016,4.2,40,170.59,Red,Napa Valley
Vieilles Vignes Châteauneuf du Pape 2015,La Cabotte,2015,4.2,40,34.02,Red,Châteauneuf-du-Pape
Mi Pueblo Syrah 2015,Viña Maipo,2015,3.3,40,6.5,Red,Central Valley
Realda 2015,Anselmi,2015,3.8,40,14.5,Red,Veneto
Serraboella Barbaresco 2014,Rivetti Massimo,2014,4.0,40,34.02,Red,Barbaresco
Merlot Sicilia 2018,Settesoli,2018,3.1,40,5.79,Red,Terre Siciliane
Brunello di Montalcino 2015,Pietroso,2015,4.2,40,53.61,Red,Brunello di Montalcino
Vino Nobile di Montepulciano 2016,De'Ricci,2016,4.1,40,16.56,Red,Vino Nobile di Montepulciano
Tempranillo 2016,Infinitus,2016,3.1,40,4.92,Red,Castilla
Syrah 2017,Seifried Estate,2017,3.3,40,16.77,Red,Nelson
Dark Lady of the Labyrinth Pinotage 2017,Doolhof Wine Estate,2017,4.0,400,12.5,Red,Western Cape
Vieilles Vignes Rouge Costières de Nîmes 2017,Château de Nages,2017,3.6,400,12.19,Red,Costières-de-Nîmes
Saint-Émilion Grand Cru 2011,Château Martinet,2011,3.5,400,16.35,Red,Saint-Émilion Grand Cru
Château de Haute-Serre Malbec 2016,Georges Vigouroux,2016,4.1,400,19.4,Red,Cahors
Ritme Vinyes Velles Boniques 2017,Acustic Celler,2017,4.0,400,17.99,Red,Priorat
Saint-Émilion Grand Cru (Grand Cru Classé) 2011,Clos de l'Oratoire,2011,4.0,400,42.5,Red,Saint-Émilion Grand Cru
Saint-Émilion Grand Cru (Grand Cru Classé) 2015,Château de Ferrand,2015,3.9,401,42.0,Red,Saint-Émilion Grand Cru
Bourgogne Pinot Noir 2016,Antonin Rodet,2016,3.5,401,16.96,Red,Bourgogne
Montiano 2011,Falesco,2011,4.0,401,26.92,Red,Lazio
Haut-Médoc 2015,Château Charmail,2015,3.8,401,17.95,Red,Haut-Médoc
Pessac-Léognan (Premier Grand Cru Classé) 2009,Château Haut-Brion,2009,4.7,401,955.3,Red,Pessac-Léognan
Bolgheri Il Seggio 2017,Poggio Al Tesoro,2017,4.0,401,19.3,Red,Bolgheri
BriO de Cantenac Brown Margaux 2015,Château Cantenac Brown,2015,4.0,401,36.33,Red,Margaux
Burdese 2011,Planeta,2011,4.0,402,20.96,Red,Menfi
Ca'Marcanda Magari 2017,Gaja,2017,4.3,402,42.5,Red,Bolgheri
Goru 38 Barrels 2016,EGO,2016,4.2,402,20.47,Red,Jumilla
Pomerol 2005,Château La Conseillante,2005,4.4,402,289.95,Red,Pomerol
Antièri Susumaniello 2017,Schola Sarmenti,2017,4.3,403,16.87,Red,Salento
Brunello di Montalcino 2013,Il Marroneto,2013,4.2,403,63.26,Red,Brunello di Montalcino
Finca Pedregal Single Vineyard Malbec - Cabernet Sauvignon 2014,Pascual Toso,2014,4.3,403,50.11,Red,Mendoza
Crianza 2015,Bodegas Artero,2015,3.7,403,6.99,Red,La Mancha
Brunello di Montalcino 2012,Poggio Landi,2012,4.0,403,38.5,Red,Brunello di Montalcino
Susumaniello 2017,Epicuro,2017,4.0,403,14.94,Red,Puglia
Cabernet Sauvignon 2018,Domaine Bousquet,2018,3.6,404,6.75,Red,Tupungato
Margaux (Grand Cru Classé) 2015,Château Marquis de Terme,2015,4.1,404,55.1,Red,Margaux
Montepulciano d'Abruzzo 2017,Itinera Prima Classe,2017,3.9,404,6.3,Red,Montepulciano d'Abruzzo
Terra di Lavoro 2012,Galardi,2012,4.2,404,47.53,Red,Roccamonfina
Saint-Julien (Grand Cru Classé) 2014,Château Gruaud Larose,2014,4.1,404,68.04,Red,Saint-Julien
Saint-Julien (Grand Cru Classé) 2013,Château Léoville Barton,2013,4.0,404,77.01,Red,Saint-Julien
Machete 2017,Orin Swift,2017,4.3,405,57.51,Red,California
Filius Cabernet - Merlot 2016,Vasse Felix,2016,3.7,405,20.9,Red,Margaret River
Sfursat 2015,Nino Negri,2015,4.3,405,30.95,Red,Valtellina
Eagle Peak Merlot 2015,Fetzer,2015,3.3,405,10.69,Red,California
Pinotage 2017,Spice Route,2017,4.1,405,15.9,Red,Swartland
Bussia Barolo 2013,Costa di Bussia - Tenuta Arnulfo,2013,3.9,406,27.75,Red,Barolo
Lumà Nero d'Avola 2018,Cellaro,2018,3.8,406,6.69,Red,Terre Siciliane
Agnus Cabernet Sauvignon 2012,Lidio Carraro,2012,3.2,406,11.65,Red,Encruzilhada do Sul
S Syrah 2012,Esporão,2012,4.0,406,35.09,Red,Alentejano
Corbières Domaine Georges Bertrand 2017,Gérard Bertrand,2017,3.8,406,10.42,Red,Corbières
Pomerol 2013,Château de Sales,2013,3.7,407,28.07,Red,Pomerol
Gigondas Aux Lieux-Dits 2015,Domaine Santa Duc,2015,3.9,407,19.95,Red,Gigondas
Rouge (Estate Reserve) 2001,Morgenster Estate,2001,4.3,407,43.82,Red,Stellenbosch
Pian delle Vigne Rosso di Montalcino 2018,Antinori,2018,4.1,407,21.85,Red,Rosso di Montalcino
Cabernet Sauvignon (Ou Kalant) 2017,MAN,2017,3.5,408,5.95,Red,Coastal Region
Pinot Noir 2017,Arboleda,2017,3.8,408,22.22,Red,Aconcagua Costa
Saint-Émilion Grand Cru (Grand Cru Classé) 2014,Clos de l'Oratoire,2014,4.1,408,39.9,Red,Saint-Émilion Grand Cru
Bardolino Classico 2018,Zonin,2018,3.2,408,6.31,Red,Bardolino
Margaux 2016,Château La Tour de Mons,2016,4.1,409,34.32,Red,Margaux
Margaux 2005,Château Rauzan-Gassies,2005,4.1,409,69.95,Red,Margaux
Maroccoli Syrah 2014,Planeta,2014,4.0,409,22.0,Red,Menfi
1952 Brindisi Riserva 2016,Cantina Sampietrana,2016,4.1,409,7.99,Red,Brindisi
